_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
1378,"","Poľnohospodárske družstvo ""Nový život""",00192830,"Rokytov pri Humennom ,  067 13 Rokytov pri Humennom",Družstvo,Humenné,1976-05-01,2009-12-10,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1580
1379,"","Strojová a traktorová stanica, š. p.",00192872,"Železničná 27,  947 01 Hurbanovo",Štátny podnik,Komárno,1972-01-01,2002-04-05,"",Výroba traktorov pre poľnohospodárstvo a lesníctvo,Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1581
1380,"","Štátny majetok Bajč, štátny podnik v likvidácii",00192881,"Hlavná 25,  946 54 Bajč",Štátny podnik,Komárno,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1582
1381,"","Štátny majetok Ďulov Dvor, štátny podnik v likvidácii",00192899,"Ďulov dvor 75,  945 01 Komárno",Štátny podnik,Komárno,1976-05-01,2003-04-30,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1583
1382,"",Poľnohospodárske družstvo v Búči,00192945,"Malá 138,  946 35 Búč",Družstvo,Komárno,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1584
1383,"",Poľnohospodárske podielnicke družstvo Číčov,00192970,"Mederská 58,  946 19 Číčov",Družstvo,Komárno,1976-10-15,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1585
1384,"",Poľnohospodárske a obchodné družstvo,00192996,"Hlavná 2,  946 57 Svätý Peter",Družstvo,Komárno,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1586
1385,"",Poľnohospodárske výrobno-obchodné družstvo DOMOVINA Dulovce,00193003,"Družstevná 8,  946 56 Dulovce",Družstvo,Komárno,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1587
1386,"",Poľnohospodárske podielnické družstvo Hurbanovo,00193038,"Komárňanská 91,  947 01 Hurbanovo",Družstvo,Komárno,1977-03-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1588
1387,"","Poľnohospodárske, výrobno-obchodné družstvo Chotín",00193046,"Vinohradská 322,  946 31 Chotín",0,Komárno,1976-05-01,2011-09-13,0,0,0,0,200,http://www.statistics.sk/pls/wregis/detail?wxidorg=1589
1388,"",Poľnohospodárske výrobno obchodné družstvo Iža,00193062,"Iža ,  946 39 Iža",Družstvo,Komárno,1976-05-01,2009-03-04,"Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1590
1389,"",Agrodružstvo Kameničná,00193071,"Hlavná 104,  946 01 Kameničná",Družstvo,Komárno,1976-11-01,"","Pestovanie zeleniny a melónov, koreňovej a hľuzovej zeleniny","Pestovanie zeleniny, záhradníckych špecialít a produktov pestovateľských škôlok",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1591
1390,"",Poľnohospodárske družstvo Kolárovo,00193101,"Krátka 2,  946 03 Kolárovo",Družstvo,Komárno,1976-10-15,"",Chov hydiny,Chov hydiny,Súkromné nefinančné korporácie,Družstevné,200-249 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1592
1391,"",Poľnohospodárske družstvo Marcelová,00193143,"Hlavná 1196,  946 32 Marcelová",Družstvo,Komárno,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1593
1392,"",Poľnohospodárske výrobno-obchodné družstvo Martovce,00193151,"Martovce ,  947 01 Martovce",Družstvo,Komárno,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1594
1393,"",Poľnohospodárske družstvo v Moči,00193160,"Búčska 481,  946 37 Moča",Družstvo,Komárno,1977-07-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1595
1394,"",Poľnohospodárske výrobno-obchodné družstvo,00193178,"Hlavná 501,  946 33 Modrany",Družstvo,Komárno,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1596
1395,"",Poľnohospodárske družstvo,00193224,"Hlavná ,  946 65 Vrbová nad Váhom",0,Komárno,1976-05-01,2012-07-05,0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1597
1396,"",Poľnohospodárske družstvo v Pribete,00193241,"Rúbaňská cesta 15,  946 55 Pribeta",Družstvo,Komárno,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1598
1397,"",Poľnohospodárske družstvo Sokolce,00193267,"Roľnícka 64,  946 17 Sokolce",Družstvo,Komárno,1976-10-15,"",Chov ošípaných,Chov ošípaných,Súkromné nefinančné korporácie,Družstevné,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1599
1398,"",PVOD Šrobárová,00193275,"Hlavná 92,  946 32 Šrobárová",Družstvo,Komárno,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1600
1399,"",Poľnohospodárske družstvo Bátorove Kosihy,00193348,"Družstevná 618,  946 34 Bátorove Kosihy",Družstvo,Komárno,1976-05-01,"",Chov ošípaných,Chov ošípaných,Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1601
1400,"","Agrostav Komárno, a.s.",00193381,"Roľníckej školy 872,  945 59 Komárno",Akciová spoločnosť,Komárno,1993-10-01,"","Inštalácia kanalizačných, výhrevných a klimatizačných zariadení","Stavba budov, mostov a inžinierskych sietí",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1602
1401,"",Strojová a traktorová stanica k.p.,00193411,"Osloboditeĺov 42,  040 17 Košice - Barca",Odštepný závod alebo iná organizačná zložka podniku zapisujúca sa do obchodného registra,Košice IV,1972-01-01,2000-08-23,"",Výroba ostatných strojov pre poľnohospodárstvo a lesníctvo,Verejné nefinančné korporácie,Štátne,nezistený,http://www.statistics.sk/pls/wregis/detail?wxidorg=1603
1402,"","Štátny majetok Košice, š.p. v likvidácii",00193437,"Kokšovská ,  044 13 Valaliky",Štátny podnik,Košice - okolie,1983-12-01,2005-06-10,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1604
1403,"",Poľnohospodárske družstvo v likvidácii,00193488,"Bidovce ,  044 45 Bidovce",Družstvo,Košice - okolie,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1605
1404,"",Poľnohospodárske obchodné družstvo,00193569,"Buzica ,  044 73 Buzica",Družstvo,Košice - okolie,1977-01-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1606
1405,"",Poľnohospodárske družstvo Čaňa - Gyňov,00193593,"Čaňa ,  044 14 Čaňa",Družstvo,Košice - okolie,1983-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1607
1406,"","Poľnohospodárske družstvo "" MIER "" so sídlom v Nižnej Myšli v likvidácii",00193887,"Nižná Myšľa ,  044 15 Nižná Myšľa",Družstvo,Košice - okolie,1976-01-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1608
1407,2013-11-18: Poľnohospodárske družstvo KLATOV,"PD Klatov, a.s.",00193909,"Hlavná 53,  044 12 Nižný Klátov",0,Košice - okolie,1976-05-01,"",0,0,0,0,25,http://www.statistics.sk/pls/wregis/detail?wxidorg=1609
1408,"",Poľnohospodárske družstvo Nová Bodva,00193925,"Turnianska Nová Ves 140,  044 04 Turnianska Nová Ves",Družstvo,Košice - okolie,1977-01-01,2008-12-31,Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1610
1409,"","Poľnohospodárske družstvo DRUŽBA, Nováčany",00193933,"Šemša ,  044 21 Šemša",Družstvo,Košice - okolie,1977-01-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1611
1410,"",Poľnohospodárske družstvo so sídlom v Períne,00194000,"Perín - Chym ,  044 74 Perín - Chym",Družstvo,Košice - okolie,1976-05-01,"",Chov dojníc,"Chov hovädzieho dobytka, produkcia mlieka",Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1612
1411,"",AGROSTAV spoločný podnik Košice - v likvidácii,00194336,"Mudroňova 31,  040 01 Košice - Juh",Družstvo,Košice IV,1977-01-01,"",Ostatné špecializované stavebné práce i. n.,Stavba ostatných objektov,Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1613
1412,"","Strojová a traktorová stanica, k. p.",00194352,"Krškany 38,  935 01 Krškany",Odštepný závod alebo iná organizačná zložka podniku zapisujúca sa do obchodného registra,Levice,1972-01-01,1997-03-01,"",Výroba ostatných strojov pre poľnohospodárstvo a lesníctvo,Verejné nefinančné korporácie,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1614
1413,"","Štátny majetok Šahy, š. p. v likvidácii",00194361,",  935 85 Demandice",Štátny podnik,Levice,1976-05-01,2008-08-21,"Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Verejné nefinančné korporácie,Štátne,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=1615
1414,"",Poľnohospodárske družstvo Beša,00194409,"Beša 172,  935 36 Beša",Družstvo,Levice,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1616
1415,"",Poľnohospodárske výrobné a obchodné družstvo,00194468,"Čajkov ,  935 24 Čajkov",Družstvo,Levice,1991-04-01,2005-07-20,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1617
1416,"",Poľnohospodárske družstvo Dolná Seč,00194531,"Dolná Seč 72,  935 31 Dolná Seč",Družstvo,Levice,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1618
1417,"","Poľnohospodárske družstvo Dolný Pial, družstvo",00194565,"Námestie SNP ,  935 37 Dolný Pial",Družstvo,Levice,1976-05-01,2007-05-30,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1619
1418,"",Poľnohospodárske družstvo Bátovce,00194590,"Bátovce ,  935 03 Bátovce",Družstvo,Levice,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1620
1419,"", Poľnohospodárske družstvo Farná v likvidácii,00194603,"Farná ,  935 66 Farná",Družstvo,Levice,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1621
1420,"",Poľnohospodárske družstvo,00194654,",  935 84 Horné Semerovce",Družstvo,Levice,1976-05-01,2006-01-20,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1622
1421,"",Poľnohospodárske družstvo Ipeľský Sokolec,00194743,"Ipeľský Sokolec ,  935 75 Ipeľský Sokolec",Družstvo,Levice,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1623
1422,"",Poľnohospodárske družstvo Kalná nad Hronom,00194794,"Červenej armády 179,  935 32 Kalná nad Hronom",0,Levice,1976-05-01,2012-03-10,0,0,0,0,100,http://www.statistics.sk/pls/wregis/detail?wxidorg=1624
1423,"",Roľnícke družstvo Kuraľany /konkurz/,00194859,"Kuraľany 1,  935 64 Kuraľany",Družstvo,Levice,1976-11-15,2008-05-27,"Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1625
1424,"",Poľnohospodárske družstvo Levice,00194875,"Mochovská 1,  934 05 Levice",Družstvo,Levice,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1626
1425,"",Poľnohospodárske družstvo Nová Dedina,00194999,"Nová Dedina 125,  935 25 Nová Dedina",0,Levice,1976-05-01,2012-03-08,0,0,0,0,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1627
1426,"",Poľnohospodárske družstvo Plášťovce,00195065,"Plášťovce 5,  935 82 Plášťovce",0,Levice,1976-11-01,2012-01-13,0,0,0,0,20,http://www.statistics.sk/pls/wregis/detail?wxidorg=1628
1427,"",Poľnohospodárske družstvo Oroszka,00195090,"Kolónia ,  935 62 Pohronský Ruskov",Družstvo,Levice,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1629
1428,"",Roľnícke družstvo Prameň v Santovke,00195111,"Santovka ,  935 87 Santovka",Družstvo,Levice,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1630
1429,"",Poľnohospodárske družstvo Tekov,00195154,"Starý Tekov ,  935 26 Starý Tekov",Družstvo,Levice,1976-05-01,2009-05-20,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=1631
1430,"",Poľnohospodárske družstvo,00195189,"Bernecká cesta 45,  936 01 Šahy",Družstvo,Levice,1976-11-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1632
1431,"","Poľnohospodárske družstvo ""Klas"" Tekovské Lužany",00195235,"Družstevná 99,  935 41 Tekovské Lužany",Družstvo,Levice,1976-05-01,"",Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Súkromné nefinančné korporácie,Družstevné,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1633
1432,"","Poľnohospodárske družstvo ""Pokrok""",00195251,"Osloboditeľov 13,  935 41 Tekovské Lužany",Družstvo,Levice,1976-05-01,"","Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Súkromné nefinančné korporácie,Družstevné,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=1634
1433,"2013-11-18: Poľnohospodárske družstvo ""Družba""","Poľnohospodárske družstvo ""Družba"" so sídlom v Tupej",00195294,"Tupá 113,  935 84 Tupá",0,Levice,1976-05-01,"",0,0,0,0,10,http://www.statistics.sk/pls/wregis/detail?wxidorg=1635
